order_id,customer_id,order_date,signup_date,product_name,category,price,quantity,discount,total_revenue,payment_method,status,country,city,age,device_type
ORD000828,CUST7021,2025-03-28,2024-05-18,Coffee Maker - Premium,Sports,270.22,2,0.04,518.8224,PayPal,Delivered,India,Paris,29.0,Mobile
ORD006363,CUST4041,2025-07-04,2024-07-22,Running Shoes - Premium,Books,1711.58,3,0.05,4878.003,Credit Card,Cancelled,Germany,New York,36.0,Desktop
ORD004983,CUST1929,2025-07-10,2024-10-28,Running Shoes - Pro,Sports,91.85,2,0.08,169.004,Credit Card,Delivered,USA,Sydney,18.0,Tablet
ORD008485,CUST5438,2025-02-15,2024-03-10,Running Shoes - Basic,Fashion,440.38,3,0.18,1083.3348,Credit Card,Delivered,USA,London,18.0,Desktop
ORD005229,CUST7457,2025-03-02,2024-11-03,Novel - Basic,Books,122.67,3,,264.9672,Credit Card,Delivered,Germany,London,41.0,Mobile
ORD008541,CUST9466,2025-11-20,2025-04-13,Novel - Premium,Books,39.8,1,0.28,28.655999999999995,Credit Card,Cancelled,Australia,Mumbai,,Mobile
ORD007373,CUST8709,2025-09-24,2025-06-23,Novel - Premium,Electronics,138.41,2,0.14,238.0652,Bank Transfer,Delivered,France,Toronto,20.0,Mobile
ORD001483,CUST4521,2025-05-03,2025-01-22,Running Shoes - Pro,Home & Garden,57.74,1,,55.4304,PayPal,Delivered,Australia,Paris,18.0,Mobile
ORD003188,CUST3114,2025-06-19,2024-08-14,Running Shoes - Basic,Sports,42.92,3,0.13,112.0212,PayPal,Delivered,Canada,New York,18.0,
ORD004171,CUST4476,2025-09-04,2024-11-02,Novel - Premium,Books,100.9,2,0.05,191.71,Cash,Delivered,Canada,Sao Paulo,21.0,Mobile
ORD002005,CUST8318,2025-09-02,2024-09-25,Running Shoes - Premium,Fashion,107.06,2,0.1,192.708,Credit Card,Delivered,Brazil,Berlin,34.0,Mobile
ORD009500,CUST3741,2025-04-08,2024-07-08,Novel - Pro,Home & Garden,68.39,5,,253.04299999999998,PayPal,Delivered,Australia,,31.0,Desktop
ORD002590,CUST8872,2025-06-07,2025-03-03,Coffee Maker - Premium,Home & Garden,208.08,2,,332.92800000000005,Credit Card,Cancelled,France,Mumbai,45.0,
ORD008995,CUST6114,2025-04-17,2024-06-11,iPhone 16 - Pro,Books,414.39,1,0.03,401.95829999999995,Credit Card,Delivered,France,Mumbai,40.0,Mobile
ORD007607,CUST8944,2025-07-07,2025-03-31,iPhone 16 - Pro,Electronics,294.15,2,0.24,447.10799999999995,Cash,Delivered,India,Mumbai,18.0,Mobile
ORD004261,CUST4443,2025-04-05,2025-01-29,Coffee Maker - Pro,Fashion,170.77,2,0.03,331.29380000000003,Credit Card,Delivered,France,Paris,42.0,Desktop
ORD008608,CUST5776,2025-03-02,2024-07-25,iPhone 16 - Pro,Electronics,227.31,1,0.16,190.94039999999998,Bank Transfer,Delivered,USA,Sao Paulo,47.0,Desktop
ORD009320,CUST4113,2025-10-17,2025-04-23,iPhone 16 - Pro,Sports,115.72,3,0.03,336.74519999999995,Credit Card,Cancelled,Germany,Sydney,49.0,Tablet
ORD001894,CUST4455,2025-09-08,2024-11-06,Coffee Maker - Premium,Fashion,99.38,3,0.26,220.62359999999998,Credit Card,Delivered,UK,Sao Paulo,18.0,Mobile
ORD004582,CUST7799,2025-05-29,2025-02-10,Novel - Basic,Electronics,89.3,3,0.09,243.789,Bank Transfer,Delivered,Brazil,Sao Paulo,52.0,Desktop
ORD005947,CUST4192,2025-01-15,2024-07-12,T-Shirt - Basic,Electronics,142.66,1,0.14,122.68759999999999,PayPal,Delivered,Brazil,London,22.0,Mobile
ORD005477,CUST7516,2025-07-30,2025-04-13,T-Shirt - Basic,Home & Garden,177.2,7,0.12,1091.552,Credit Card,Delivered,France,Toronto,34.0,Desktop
ORD004176,CUST9195,2025-05-23,2024-10-18,iPhone 16 - Premium,Books,106.74,2,0.29,151.5708,Credit Card,Delivered,France,Sydney,51.0,Desktop
ORD009573,CUST6717,2025-07-10,2024-12-29,iPhone 16 - Premium,Books,524.44,1,0.08,482.48480000000006,PayPal,Delivered,Australia,Toronto,23.0,Desktop
ORD005430,CUST3340,2025-02-21,2024-05-16,Running Shoes - Premium,Electronics,268.83,1,0.1,241.947,PayPal,Pending,Brazil,Paris,31.0,Desktop
ORD002940,CUST5461,2025-01-23,2024-03-24,iPhone 16 - Basic,Electronics,175.24,1,0.07,162.9732,Credit Card,Delivered,Germany,Paris,38.0,Mobile
ORD006681,CUST6906,2025-06-27,2025-04-19,Novel - Pro,Sports,66.27,3,0.2,159.048,Credit Card,Delivered,Canada,London,55.0,Desktop
ORD008855,CUST7923,2025-11-21,2024-12-01,T-Shirt - Basic,Fashion,81.54,4,0.1,293.54400000000004,PayPal,Delivered,USA,Toronto,18.0,Mobile
ORD006693,CUST5172,2025-01-01,2024-10-02,Running Shoes - Premium,Books,214.93,3,0.14,554.5193999999999,PayPal,Delivered,Australia,Paris,55.0,Desktop
ORD005863,CUST2784,2025-08-23,2025-03-14,Running Shoes - Premium,Home & Garden,362.41,1,0.29,257.3111,Credit Card,Pending,USA,Berlin,46.0,Desktop
ORD004872,CUST9588,2025-03-09,2024-06-11,T-Shirt - Basic,Fashion,306.27,2,0.15,520.659,PayPal,Delivered,USA,London,24.0,Desktop
ORD003156,CUST2123,2025-10-12,2025-04-10,T-Shirt - Pro,Electronics,357.16,2,0.12,628.6016000000001,Bank Transfer,Delivered,UK,Berlin,42.0,Tablet
ORD007366,CUST2172,2025-01-10,2024-05-10,T-Shirt - Premium,Sports,166.41,3,0.25,374.4225,Credit Card,Pending,USA,Sao Paulo,23.0,Desktop
ORD005358,CUST8581,2025-10-12,2024-11-16,Running Shoes - Basic,Sports,1140.32,1,0.24,866.6432,Credit Card,Delivered,Australia,New York,37.0,Desktop
ORD004254,CUST8139,2025-11-18,2025-06-27,iPhone 16 - Premium,Books,643.62,1,0.28,463.40639999999996,Bank Transfer,Delivered,India,Sydney,41.0,Mobile
ORD004532,CUST5087,2025-06-27,2025-04-08,Running Shoes - Premium,Sports,24.26,2,,44.153200000000005,PayPal,Delivered,Australia,Berlin,18.0,Mobile
ORD000208,CUST1475,2025-03-30,2024-05-14,Coffee Maker - Premium,Electronics,47.99,3,0.15,122.3745,PayPal,Delivered,Canada,Sydney,20.0,Mobile
ORD002745,CUST7039,2025-11-26,2025-05-11,T-Shirt - Premium,Books,206.46,1,0.14,177.5556,Credit Card,Delivered,Germany,Sao Paulo,57.0,Mobile
ORD005393,CUST4379,2025-05-29,2025-03-22,iPhone 16 - Basic,Electronics,60.93,1,0.22,47.525400000000005,PayPal,Delivered,Australia,London,52.0,Mobile
ORD003963,CUST7057,2025-07-27,2024-10-29,Novel - Basic,Sports,226.47,2,0.21,357.8226,PayPal,Delivered,USA,,40.0,Desktop
ORD003592,CUST9074,2025-03-06,2024-12-10,Running Shoes - Basic,Fashion,130.06,6,0.17,647.6988,Credit Card,Delivered,France,Toronto,48.0,Mobile
ORD004775,CUST5139,2025-11-16,2025-05-19,Coffee Maker - Basic,Books,103.32,2,0.11,183.90959999999998,Credit Card,Delivered,USA,Sao Paulo,39.0,Mobile
ORD006370,CUST1580,2025-10-24,2025-04-13,Novel - Premium,Electronics,1063.95,2,0.06,2000.2259999999999,Credit Card,Delivered,India,Toronto,18.0,Mobile
ORD001433,CUST4862,2025-05-11,2024-06-24,T-Shirt - Basic,Sports,38.47,2,0.29,54.627399999999994,Credit Card,Cancelled,Australia,Sao Paulo,41.0,Desktop
ORD000189,CUST8889,2025-05-22,2025-04-10,T-Shirt - Basic,Electronics,146.42,2,0.08,269.4128,PayPal,Delivered,France,Sao Paulo,23.0,Mobile
ORD004276,CUST4288,2025-03-30,2024-08-23,Running Shoes - Premium,Electronics,267.28,2,0.22,416.9568,Credit Card,Delivered,UK,Paris,35.0,Mobile
ORD000099,CUST4420,2025-10-23,2025-08-06,Novel - Premium,Electronics,103.45,2,0.24,157.244,Bank Transfer,Cancelled,Australia,Berlin,38.0,Desktop
ORD006551,CUST8909,2025-11-11,2025-03-28,T-Shirt - Pro,Electronics,1634.76,1,0.24,1242.4176,PayPal,Delivered,USA,,35.0,Desktop
ORD002453,CUST3691,2025-11-03,2025-01-11,T-Shirt - Premium,Electronics,68.96,1,0.03,66.8912,PayPal,Delivered,Australia,Mumbai,44.0,Mobile
ORD009034,CUST2373,2025-03-24,2024-05-24,T-Shirt - Basic,Fashion,242.19,2,0.05,460.161,Credit Card,Delivered,UK,Berlin,18.0,Mobile
ORD007842,CUST1447,2025-02-12,2024-07-14,Novel - Basic,Electronics,62.9,4,0.21,198.764,PayPal,Delivered,USA,New York,,Desktop
ORD004209,CUST9217,2025-09-11,2024-09-30,T-Shirt - Premium,Sports,31.5,6,0.14,162.54,Bank Transfer,Delivered,Canada,Toronto,27.0,Desktop
ORD001598,CUST9717,2025-01-30,2024-12-17,iPhone 16 - Premium,Electronics,283.4,4,0.04,1088.2559999999999,Credit Card,Delivered,Germany,Mumbai,39.0,Desktop
ORD000500,CUST7620,2025-05-01,2024-12-06,Coffee Maker - Basic,Electronics,51.95,1,0.27,37.923500000000004,Credit Card,Delivered,Canada,Sydney,64.0,Tablet
ORD006393,CUST9583,2025-08-14,2025-04-19,iPhone 16 - Premium,Home & Garden,164.77,1,0.03,159.8269,Bank Transfer,Delivered,France,Sao Paulo,38.0,Desktop
ORD001267,CUST5263,2025-12-07,2024-12-12,iPhone 16 - Premium,Home & Garden,228.54,1,0.04,219.39839999999998,Credit Card,Pending,France,Toronto,38.0,Mobile
ORD005807,CUST6561,2025-06-15,2024-08-01,T-Shirt - Basic,Electronics,460.18,3,0.1,1242.486,PayPal,Pending,USA,Berlin,48.0,Tablet
ORD009359,CUST4439,2025-12-14,2025-03-16,Running Shoes - Pro,Fashion,299.31,2,,586.6476,Bank Transfer,Cancelled,Canada,Mumbai,25.0,Tablet
ORD006755,CUST8047,2025-03-18,2024-10-05,Novel - Pro,Home & Garden,425.54,1,,323.41040000000004,PayPal,Pending,Australia,London,48.0,Tablet
ORD001471,CUST2803,2025-05-19,2024-11-22,iPhone 16 - Pro,Electronics,71.93,4,0.22,224.42160000000004,Credit Card,Delivered,Germany,Sao Paulo,41.0,Mobile
ORD005555,CUST5430,2025-08-01,2025-01-25,iPhone 16 - Pro,Fashion,85.26,2,0.17,141.5316,Credit Card,Delivered,Australia,Paris,32.0,Mobile
ORD005322,CUST2928,2025-09-02,2025-05-12,Coffee Maker - Basic,Home & Garden,196.11,1,,164.7324,Credit Card,Delivered,Australia,,23.0,Desktop
ORD006590,CUST2290,2025-04-21,2024-06-23,T-Shirt - Basic,Fashion,420.2,1,0.18,344.564,Credit Card,Cancelled,France,Toronto,40.0,Desktop
ORD000294,CUST8031,2025-09-21,2024-12-27,Running Shoes - Premium,Home & Garden,93.04,3,0.26,206.5488,PayPal,Delivered,India,London,26.0,Desktop
ORD008494,CUST5391,2025-12-01,2025-07-09,Coffee Maker - Basic,Home & Garden,87.04,2,0.11,154.93120000000002,Credit Card,Delivered,Germany,Berlin,,Tablet
ORD006492,CUST7283,2025-08-28,2025-01-26,Coffee Maker - Pro,Electronics,129.71,4,0.19,420.26040000000006,PayPal,Delivered,Germany,London,39.0,Mobile
ORD003856,CUST9000,2025-12-18,2025-04-03,Coffee Maker - Pro,Books,309.08,5,0.3,1081.7799999999997,Bank Transfer,Delivered,Germany,New York,26.0,Mobile
ORD006369,CUST9911,2025-07-14,2024-11-10,Coffee Maker - Pro,Fashion,137.51,1,0.06,129.25939999999997,PayPal,Delivered,Brazil,Sao Paulo,25.0,Desktop
ORD008227,CUST1218,2025-05-01,2025-03-14,iPhone 16 - Pro,Home & Garden,38.13,1,0.15,32.4105,Credit Card,Cancelled,Australia,London,33.0,Mobile
ORD005541,CUST6998,2025-07-06,2024-11-01,Running Shoes - Premium,Fashion,312.04,4,0.28,898.6752,Credit Card,Delivered,Germany,Sydney,29.0,Mobile
ORD001786,CUST7093,2025-03-03,2024-03-15,Running Shoes - Premium,Books,58.32,5,0.05,277.02,PayPal,Delivered,Brazil,Toronto,21.0,Mobile
ORD007730,CUST9243,2025-03-16,2024-12-05,Running Shoes - Pro,Home & Garden,60.4,2,0.27,88.184,Credit Card,Delivered,UK,London,32.0,Desktop
ORD001353,CUST3857,2025-07-26,2024-10-27,Novel - Premium,Electronics,510.1,4,0.05,1938.38,Credit Card,Delivered,France,Sydney,31.0,Mobile
ORD005617,CUST2572,2025-08-16,2025-03-14,Novel - Basic,Fashion,70.35,2,0.01,139.29299999999998,Credit Card,Delivered,Brazil,Toronto,22.0,Mobile
ORD005433,CUST8847,2025-08-08,2024-12-04,T-Shirt - Pro,Home & Garden,291.1,5,0.06,1368.1699999999998,Credit Card,Delivered,Canada,London,31.0,Desktop
ORD001926,CUST8361,2025-07-29,2024-08-01,Coffee Maker - Basic,Books,540.66,1,0.25,405.495,Bank Transfer,Cancelled,Germany,Paris,33.0,Mobile
ORD008038,CUST8098,2025-08-28,2025-06-22,T-Shirt - Pro,Home & Garden,514.87,3,0.16,1297.4724,Credit Card,Pending,USA,London,18.0,Mobile
ORD008069,CUST1585,2025-12-31,2025-04-21,iPhone 16 - Basic,Home & Garden,148.96,2,0.02,291.96160000000003,Credit Card,Delivered,India,Toronto,49.0,Desktop
ORD001641,CUST1878,2025-11-15,2025-01-01,Running Shoes - Basic,Sports,992.86,5,0.18,4070.7260000000006,Credit Card,Delivered,Canada,Sydney,48.0,Desktop
ORD003219,CUST3579,2025-04-11,2025-01-29,Novel - Premium,Books,29.5,1,,24.485,Bank Transfer,Delivered,Germany,London,18.0,Desktop
ORD003086,CUST7974,2025-06-25,2024-10-10,Novel - Pro,Electronics,3906.87,2,0.08,7188.6408,Credit Card,Cancelled,Germany,Berlin,,Desktop
ORD002583,CUST2369,2025-01-11,2024-05-23,T-Shirt - Pro,Books,42.5,2,0.27,62.05,Credit Card,Delivered,India,London,49.0,Tablet
ORD001097,CUST6716,2025-01-15,2024-11-02,Novel - Pro,Home & Garden,102.43,8,0.25,614.58,PayPal,Cancelled,India,Sao Paulo,43.0,Mobile
ORD004289,CUST5999,2025-01-26,2024-11-03,Novel - Premium,Books,87.14,1,0.03,84.5258,Credit Card,Delivered,UK,Sao Paulo,35.0,Mobile
ORD008956,CUST1191,2025-08-02,2024-09-22,iPhone 16 - Basic,Sports,967.85,1,0.13,842.0295,PayPal,Pending,Germany,New York,31.0,Tablet
ORD003863,CUST5248,2025-12-19,2025-03-08,Coffee Maker - Basic,Fashion,171.86,5,0.0,859.3000000000001,Bank Transfer,Delivered,France,Berlin,20.0,Desktop
ORD003624,CUST9345,2025-09-07,2025-02-16,Coffee Maker - Pro,Home & Garden,440.39,1,0.23,339.1003,Credit Card,Pending,Brazil,Paris,20.0,Tablet
ORD007533,CUST2969,2025-12-22,2025-06-28,T-Shirt - Premium,Fashion,183.09,3,0.18,450.4014,Bank Transfer,Delivered,Canada,New York,20.0,Mobile
ORD001885,CUST5050,2025-11-15,2025-03-23,iPhone 16 - Premium,Home & Garden,386.0787937783662,1,0.16,324.3061867738276,PayPal,Delivered,USA,London,55.0,Tablet
ORD001891,CUST4501,2025-09-20,2025-05-23,iPhone 16 - Premium,Home & Garden,108.66,2,0.13,189.0684,Credit Card,Delivered,India,Sao Paulo,18.0,Mobile
ORD000246,CUST6355,2025-12-10,2025-11-01,Coffee Maker - Basic,Sports,59.85,2,0.23,92.16900000000001,Credit Card,Delivered,Australia,New York,36.0,Desktop
ORD002387,CUST3417,2025-05-28,2025-04-08,iPhone 16 - Pro,Books,171.64,2,0.09,312.3848,Credit Card,Delivered,India,Paris,35.0,Mobile
ORD003777,CUST2743,2025-11-28,2025-04-27,iPhone 16 - Premium,Fashion,200.78,1,0.17,166.6474,PayPal,Delivered,Germany,Sao Paulo,18.0,Mobile
ORD009633,CUST7426,2025-10-16,2025-07-16,iPhone 16 - Premium,Sports,47.77,3,0.09,130.4121,PayPal,Delivered,UK,Toronto,42.0,Mobile
ORD008881,CUST5887,2025-10-18,2024-12-25,Coffee Maker - Basic,Electronics,66.47,2,0.0,132.94,Credit Card,Delivered,Australia,Sydney,25.0,Mobile
ORD007501,CUST2911,2025-07-23,2025-01-18,iPhone 16 - Pro,Electronics,83.17,2,0.06,156.3596,Credit Card,Pending,Canada,Mumbai,33.0,Mobile
ORD004943,CUST2405,2025-07-16,2025-03-25,Coffee Maker - Premium,Electronics,75.02,4,0.03,291.07759999999996,Credit Card,Cancelled,Brazil,Sydney,23.0,Mobile
ORD007510,CUST2228,2025-02-17,2024-12-06,T-Shirt - Basic,Books,235.64,4,0.28,678.6432,PayPal,Delivered,Australia,Sydney,18.0,Desktop
ORD002891,CUST4470,2025-12-16,2025-04-06,Coffee Maker - Premium,Home & Garden,73.83,2,0.18,121.08120000000001,Credit Card,Pending,Australia,Mumbai,44.0,Mobile
ORD006622,CUST1968,2025-02-03,2024-08-19,Novel - Basic,Books,320.65,1,0.25,240.48749999999998,Credit Card,Cancelled,UK,London,33.0,Desktop
ORD005513,CUST1486,2025-03-14,2024-06-22,Coffee Maker - Pro,Books,110.79,4,0.14,381.11760000000004,PayPal,Delivered,Canada,Sydney,39.0,Mobile
ORD001462,CUST3083,2025-01-04,2024-10-30,T-Shirt - Pro,Electronics,241.6,1,0.01,239.184,Credit Card,Cancelled,Germany,Mumbai,33.0,Desktop
ORD000794,CUST4407,2025-03-16,2024-10-23,iPhone 16 - Basic,Electronics,533.32,3,,1375.9656,PayPal,Delivered,Canada,Toronto,18.0,Mobile
ORD009868,CUST9824,2025-04-12,2024-11-30,Running Shoes - Basic,Fashion,70.13,2,0.17,116.41579999999999,PayPal,Pending,Brazil,Toronto,,Mobile
ORD008854,CUST4729,2025-08-29,2024-10-29,Coffee Maker - Pro,Fashion,61.43,3,0.11,164.0181,Credit Card,Delivered,Germany,Berlin,53.0,Mobile
ORD009843,CUST9109,2025-01-18,2024-02-09,Running Shoes - Pro,Books,69.01,1,0.15,58.658500000000004,Credit Card,Delivered,Canada,Berlin,51.0,Mobile
ORD004495,CUST3945,2025-05-19,2025-03-11,T-Shirt - Premium,Home & Garden,166.18,1,0.22,129.62040000000002,Credit Card,Returned,Canada,Paris,20.0,Desktop
ORD008802,CUST5950,2025-02-08,2024-02-28,Coffee Maker - Basic,Books,347.95,1,0.29,247.04449999999997,Credit Card,Delivered,Australia,London,44.0,Mobile
ORD008529,CUST6682,2025-03-05,2024-05-31,iPhone 16 - Basic,Fashion,47.75,2,0.27,69.715,Bank Transfer,Delivered,France,Sao Paulo,39.0,Mobile
ORD006903,CUST7593,2025-03-15,2024-11-20,Coffee Maker - Basic,Fashion,82.15,2,0.21,129.79700000000003,Cash,Pending,India,Sao Paulo,18.0,Tablet
ORD004673,CUST4118,2025-10-21,2025-02-16,Coffee Maker - Premium,Electronics,277.99,1,0.25,208.4925,Bank Transfer,Returned,France,Paris,40.0,Mobile
ORD002755,CUST4405,2025-11-28,2025-01-06,iPhone 16 - Basic,Home & Garden,115.93,1,0.14,99.69980000000001,Credit Card,Pending,Brazil,Paris,43.0,Mobile
ORD002606,CUST7650,2025-06-28,2024-11-12,Novel - Basic,Fashion,777.31,1,0.09,707.3521,PayPal,Delivered,France,London,42.0,Mobile
ORD007316,CUST5556,2025-09-29,2025-05-12,iPhone 16 - Premium,Home & Garden,70.25,1,0.16,59.01,Credit Card,Delivered,UK,Mumbai,29.0,Mobile
ORD000730,CUST4175,2025-05-23,2024-08-30,Running Shoes - Premium,Home & Garden,411.24,1,0.17,341.3292,Credit Card,Delivered,Canada,Mumbai,28.0,Mobile
ORD003096,CUST1385,2025-09-28,2025-05-25,Coffee Maker - Premium,Sports,95.74,1,0.03,92.86779999999999,Credit Card,Delivered,Canada,Sydney,26.0,Desktop
ORD005381,CUST5011,2025-11-02,2025-03-07,Novel - Basic,Books,1317.42,2,0.01,2608.4916000000003,Credit Card,Cancelled,USA,Mumbai,28.0,Mobile
ORD000179,CUST9564,2025-02-26,2024-05-06,Coffee Maker - Pro,Home & Garden,69.84,4,0.18,229.07520000000002,Credit Card,Delivered,USA,London,35.0,Mobile
ORD003708,CUST9858,2025-02-05,2024-06-08,T-Shirt - Basic,Electronics,157.28,1,0.13,136.8336,Credit Card,Cancelled,Canada,London,63.0,Mobile
ORD000597,CUST1811,2025-01-15,2024-09-03,Novel - Premium,Fashion,293.09,2,0.08,539.2855999999999,Credit Card,Delivered,Germany,Sydney,27.0,Desktop
ORD006698,CUST3756,2025-07-03,2024-08-19,Running Shoes - Pro,Fashion,181.79,4,0.19,588.9996,Credit Card,Cancelled,USA,Mumbai,36.0,Desktop
ORD008758,CUST2090,2025-10-30,2025-02-20,iPhone 16 - Basic,Electronics,22.15,1,0.28,15.947999999999999,PayPal,Delivered,France,Berlin,18.0,Tablet
ORD009993,CUST8873,2025-10-29,2025-09-11,Novel - Pro,Electronics,77.85,1,0.17,64.6155,PayPal,Cancelled,Australia,Sao Paulo,31.0,Mobile
ORD000059,CUST6991,2025-05-12,2024-11-19,Coffee Maker - Premium,Fashion,321.45,1,0.22,250.731,Cash,Delivered,UK,New York,47.0,Desktop
ORD009599,CUST1903,2025-12-23,2025-05-30,Coffee Maker - Basic,Home & Garden,36.31,3,0.14,93.6798,Credit Card,Cancelled,Brazil,Toronto,22.0,Desktop
ORD001560,CUST2818,2025-01-20,2024-02-12,Running Shoes - Premium,Books,118.34,5,0.27,431.94100000000003,Credit Card,Delivered,UK,London,35.0,Desktop
ORD009620,CUST2802,2025-04-20,2025-02-25,Running Shoes - Premium,Books,61.53,1,0.09,55.9923,Credit Card,Delivered,Brazil,New York,29.0,Mobile
ORD007320,CUST3741,2025-12-30,2025-06-04,Coffee Maker - Premium,Fashion,43.81,3,0.24,99.88680000000001,Bank Transfer,Pending,Canada,Mumbai,44.0,Tablet
ORD008509,CUST2654,2025-05-08,2024-11-04,T-Shirt - Basic,Electronics,143.96,1,0.21,113.72840000000001,Credit Card,Delivered,Australia,Paris,29.0,Desktop
ORD006306,CUST1466,2025-04-17,2024-09-03,T-Shirt - Premium,Home & Garden,141.38,2,0.29,200.75959999999998,PayPal,Delivered,Australia,London,34.0,Desktop
ORD000950,CUST9843,2025-06-26,2024-09-02,Novel - Premium,Sports,650.48,1,0.13,565.9176,PayPal,Pending,Germany,Berlin,18.0,Desktop
ORD009033,CUST6889,2025-04-09,2024-07-29,iPhone 16 - Premium,Sports,1003.08,1,0.06,942.8951999999999,Credit Card,Delivered,Germany,Mumbai,27.0,Tablet
ORD004443,CUST2595,2025-03-12,2024-04-10,iPhone 16 - Basic,Electronics,98.38,3,0.07,274.48019999999997,Credit Card,Pending,Germany,Sydney,,Mobile
ORD008136,CUST6968,2025-04-13,2024-08-17,T-Shirt - Pro,Home & Garden,95.86,4,0.26,283.74559999999997,Credit Card,Delivered,India,Toronto,28.0,Tablet
ORD005871,CUST1259,2025-03-21,2024-06-27,T-Shirt - Premium,Fashion,83.05,6,0.21,393.657,PayPal,Pending,UK,Paris,23.0,Mobile
ORD006057,CUST8219,2025-04-14,2025-03-02,Coffee Maker - Basic,Fashion,1084.8985530192872,2,0.11,1931.1194243743312,Credit Card,Pending,Australia,Sao Paulo,28.0,Mobile
ORD003328,CUST1210,2025-10-15,2024-12-15,iPhone 16 - Basic,Electronics,330.37,2,0.08,607.8808,PayPal,Delivered,France,Berlin,38.0,Tablet
ORD004703,CUST5911,2025-12-06,2025-06-10,Running Shoes - Basic,Fashion,49.56,2,0.17,82.2696,Credit Card,Delivered,Australia,New York,40.0,Mobile
ORD005403,CUST9061,2025-08-12,2025-02-06,Coffee Maker - Premium,Books,300.73,2,0.02,589.4308,Credit Card,Delivered,India,Berlin,42.0,Tablet
ORD006456,CUST2099,2025-05-05,2024-06-03,Coffee Maker - Pro,Sports,580.67,4,0.02,2276.2264,Credit Card,Delivered,France,Paris,,Mobile
ORD007821,CUST6100,2025-12-08,2025-02-17,Coffee Maker - Premium,Books,157.02,1,0.02,153.8796,PayPal,Delivered,UK,Mumbai,28.0,Tablet
ORD007009,CUST2327,2025-04-25,2024-09-25,Coffee Maker - Pro,Sports,339.68,3,0.09,927.3264,Credit Card,Delivered,India,Berlin,32.0,Tablet
ORD004774,CUST1091,2025-11-12,2025-06-24,Coffee Maker - Pro,Fashion,47.94,5,0.03,232.509,Credit Card,Delivered,UK,Sydney,31.0,Tablet
ORD004898,CUST5374,2025-12-22,2025-06-11,Coffee Maker - Premium,Electronics,1380.41,3,0.03,4016.9931,Bank Transfer,Pending,Germany,Berlin,43.0,Desktop
ORD001904,CUST1476,2025-04-14,2024-12-10,Novel - Pro,Fashion,30.63,3,0.08,84.53880000000001,PayPal,Delivered,Germany,Mumbai,37.0,Desktop
ORD004474,CUST2810,2025-06-02,2025-04-10,Novel - Premium,Books,119.49,1,0.06,112.32059999999998,PayPal,Delivered,Brazil,Sydney,51.0,Desktop
ORD007587,CUST6497,2025-10-15,2025-05-30,Novel - Basic,Home & Garden,335.12,2,0.28,482.5728,Credit Card,Delivered,USA,Sao Paulo,34.0,Mobile
ORD005087,CUST4667,2025-12-26,2025-06-09,iPhone 16 - Pro,Books,13.26,3,0.07,36.9954,Credit Card,Delivered,India,Mumbai,53.0,Tablet
ORD005933,CUST4341,2025-09-19,2025-03-23,Novel - Basic,Books,150.6,2,0.02,295.176,PayPal,Cancelled,Canada,Berlin,44.0,Desktop
ORD001421,CUST5334,2025-03-28,2024-12-07,T-Shirt - Basic,Home & Garden,53.43,2,0.11,95.1054,Credit Card,Delivered,USA,Paris,30.0,Tablet
ORD006327,CUST8186,2025-07-25,2025-03-17,iPhone 16 - Basic,Electronics,36.63,3,0.13,95.60430000000001,PayPal,Delivered,Brazil,New York,30.0,Mobile
ORD005334,CUST8599,2025-06-17,2025-04-30,T-Shirt - Basic,Home & Garden,256.19,2,0.05,486.76099999999997,Bank Transfer,Delivered,Brazil,Berlin,,
ORD006967,CUST9116,2025-08-02,2024-08-21,Running Shoes - Pro,Fashion,94.37,1,0.05,89.6515,Bank Transfer,Delivered,Canada,Paris,28.0,Mobile
ORD005012,CUST3512,2025-07-17,2024-09-23,T-Shirt - Premium,Electronics,198.93,1,0.11,177.04770000000002,Credit Card,Delivered,Brazil,New York,45.0,Desktop
ORD000040,CUST5635,2025-08-04,2024-08-15,iPhone 16 - Premium,Electronics,184.48,3,0.29,392.94239999999996,PayPal,Pending,UK,Mumbai,32.0,Mobile
ORD005365,CUST1824,2025-07-30,2024-11-28,T-Shirt - Premium,Books,234.75,1,0.13,204.2325,PayPal,Delivered,Australia,London,29.0,Mobile
ORD008376,CUST9710,2025-05-12,2024-05-18,T-Shirt - Basic,Sports,51.29,2,0.24,77.9608,Cash,Delivered,Canada,New York,36.0,Desktop
ORD000859,CUST7361,2025-09-10,2025-06-25,Running Shoes - Basic,Books,275.43,1,0.16,231.3612,PayPal,Delivered,India,Paris,46.0,Mobile
ORD007379,CUST5618,2025-02-07,2024-04-21,iPhone 16 - Basic,Sports,33.85,1,0.12,29.788,PayPal,Delivered,Germany,Mumbai,26.0,Mobile
ORD007362,CUST9986,2025-03-07,2024-07-29,Running Shoes - Premium,Electronics,15.72,1,0.02,15.4056,Credit Card,Delivered,France,Berlin,21.0,Desktop
ORD005251,CUST9187,2025-08-03,2025-03-25,T-Shirt - Pro,Electronics,92.84,1,0.06,87.2696,Bank Transfer,Returned,Canada,Mumbai,18.0,Mobile
ORD000497,CUST6550,2025-02-08,2024-03-18,Novel - Pro,Fashion,16.06,2,0.12,28.2656,PayPal,Delivered,UK,Toronto,35.0,Mobile
